company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
biotheus inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
immunitybio inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,AZD0486; EO2463; Abexinostat; ZE50-0134; NVG-111,"CD19, Cluster of Differentiation 19; CD3, Cluster of Differentiation 3; CD20, Cluster of Differentiation 20; CD22, Cluster of Differentiation 22; CD37, Cluster of Differentiation 37; CD268, BAFF receptor",oncology,immune checkpoint; cytokine,Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,Yes,Fusion Proteins,https://www.linkedin.com/company/immunitybio,No,,,Yes,"Natural Killer, T Cell, Cell Therapy",https://www.linkedin.com/company/immunitybio,Yes,"Vaccines, Vaccine",https://www.linkedin.com/company/immunitybio,No,,,No,,
vaccinogen inc (inactive),2018-06-28 15:03:18,No,OncoVax,Disease Name,oncology,Not specified,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,personalized cancer vaccine,https://www.prnewswire.com/news-releases/vaccinogen-closes-second-tranche-of-80-million-financing-at-550-per-unit-300026886.html,No,,,No,,
nanjing bioheng biotech co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.bioheng.com', port=4",No,CTD402; RD06-03; RD13-02,"CD7, Cluster of Differentiation 7; CD19, Cluster of Differentiation 19",oncology; autoimmune diseases,immune checkpoint,Phase 1; Phase Ib/II,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,universal CAR-T therapies,https://www.linkedin.com/company/bioheng-therapeutics-co-ltd,No,,,No,,,No,,
a2 biotherapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,Yes,A2B694; A2B395; A2B543; A2B356; A2B530,"MSLN, Mesothelin; EGFR, Epidermal Growth Factor Receptor; IL-12, Interleukin-12; Undisclosed",oncology,immune checkpoint; other; cytokine; Not specified,Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,precision CAR T-cell therapies,https://www.a2bio.com/,No,,,No,,,No,,
"viacyte, inc.","Error: Connection failed - HTTPSConnectionPool(host='www.baincapital.com', po",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Cell Therapy,https://www.linkedin.com/company/viacyte-formerly-novocell-,No,,,No,,,No,,
hanchorbio inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,HCB101; HCB301; HCB303,"CD47, Cluster of Differentiation 47",oncology,immune checkpoint,Phase 2,No,,,No,,,Yes,Fc-based designer biologics (FBDB™) platform enables unique biologics,https://www.linkedin.com/company/hanchorbio-inc,No,,,No,,,Yes,"SIRPα Fc-fusion protein, HCB101",https://www.prnewswire.com/news-releases/hanchorbio-and-henlius-sign-major-licensing-deal-for-hcb101-to-expand-global-immuno-oncology-reach-302495363.html,No,,,No,,,No,,,No,,,Yes,Tri-specific fusion proteins disrupt PD-L1/CD47 pathways,https://www.linkedin.com/company/hanchorbio-inc
vtv therapeutics inc,2025-10-17 18:55:05,Yes,Cadisegliatin,Glucokinase,metabolic diseases,enzyme,Phase 3,Yes,"small-molecule, liver-selective glucokinase activator (GKA)",https://www.cnbc.com/quotes/VTVT,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,oral RAGE (Receptor for Advanced Glycation End-products) antagonist,https://www.linkedin.com/company/vtv_therapeutics
lexeo therapeutics llc,2025-10-17 03:33:47,No,LX2006; LX2020,"Frataxin; PKP2, Plakophilin-2",rare diseases; cardiovascular,other,Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,gene therapy candidates for Friedreich ataxia (FA) cardiomyopathy and PKP2-associated arrhythmogenic cardiomyopathy (PKP2-ACM),https://www.linkedin.com/company/lexeo-therapeutics,No,,,No,,,No,,
lexeo therapeutics inc,2025-10-17 03:33:47,No,LX2006; LX2020,"Friedreich Ataxia; PKP2, Plakophilin-2",cardiovascular; rare diseases,other,Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,genetic medicine company dedicated to reshaping heart health by applying pioneering science,https://www.linkedin.com/company/lexeo-therapeutics,No,,,No,,,No,,
aclaris therapeutics inc,2025-10-16 13:00:02,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,KINect drug discovery platform,https://www.linkedin.com/company/aclaris-therapeutics-inc-,No,,,No,,,Yes,progress in developing monoclonal and bispecific antibodies,https://www.linkedin.com/company/aclaris-therapeutics-inc-,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kiniksa pharmaceuticals international plc,2025-09-29 20:40:20,No,KPL-387,"IL-1R1, Interleukin-1 Receptor 1",cardiovascular,cytokine,Phase 2/3,No,,,No,,,No,,,Yes,monoclonal antibody that binds human interleukin-1 receptor 1,https://www.nasdaq.com/articles/kiniksa-pharmaceuticals-says-fda-grants-orphan-drug-designation-kpl-387-treat-pericarditis,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kiniksa pharmaceuticals ltd,2025-09-29 20:40:20,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,Yes,monoclonal antibody that binds human interleukin-1 receptor 1,https://www.nasdaq.com/articles/kiniksa-pharmaceuticals-says-fda-grants-orphan-drug-designation-kpl-387-treat-pericarditis,No,,,No,,,No,,,No,,,No,,,No,,,No,,
crossbow therapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,CBX-250; CBX-663,"Cathepsin G, Cathepsin G Peptide-HLA Complex; TERT, Telomerase Reverse Transcriptase Peptide-HLA Complex",oncology; hematologic malignancies,enzyme; other,Phase 1; Preclinical,No,,,Yes,targeting peptide-MHC complexes on cancer cells,https://www.massbio.org/members/crossbow-therapeutics-inc/,No,,,Yes,"develop highly potent, highly accurate antibodies, targeting tumor-specific peptides presented by Major Histocompatibility Complex (MHC)",https://www.crossbowtx.com/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,T-Bolt™ molecules strike tumor cells like a crossbow shoots bolts at its target,https://www.crossbowtx.com/
marengo therapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://pitch,Yes,TriSTAR0701; Invikafusp alfa; STAR0602,"Nectin-4, Nectin-like molecule 4; TCRβ, T Cell Receptor Beta Chain; Vβ T Cell Subsets",oncology; inflammation; immunology,immune checkpoint; other,Preclinical; Phase 2,Yes,small molecules,https://www.prnewswire.com/news-releases/marengo-therapeutics-bolsters-advisory-strength-with-appointment-of-dr-mikael-dolsten-to-its-board-of-directors-and-dr-josep-tabernero-to-its-scientific-advisory-board-302518213.html,No,,,No,,,Yes,novel TCR-targeting antibodies,https://www.prnewswire.com/news-releases/marengo-therapeutics-bolsters-advisory-strength-with-appointment-of-dr-mikael-dolsten-to-its-board-of-directors-and-dr-josep-tabernero-to-its-scientific-advisory-board-302518213.html,No,,,Yes,multi-specific antibody-fusion platform,https://www.prnewswire.com/news-releases/marengo-therapeutics-bolsters-advisory-strength-with-appointment-of-dr-mikael-dolsten-to-its-board-of-directors-and-dr-josep-tabernero-to-its-scientific-advisory-board-302518213.html,No,,,No,,,Yes,vaccines—including leading Pfizer's scientific response to the COVID-19 pandemic,https://www.prnewswire.com/news-releases/marengo-therapeutics-bolsters-advisory-strength-with-appointment-of-dr-mikael-dolsten-to-its-board-of-directors-and-dr-josep-tabernero-to-its-scientific-advisory-board-302518213.html,No,,,Yes,immune cell engagers (BiTEs),https://www.prnewswire.com/news-releases/marengo-therapeutics-bolsters-advisory-strength-with-appointment-of-dr-mikael-dolsten-to-its-board-of-directors-and-dr-josep-tabernero-to-its-scientific-advisory-board-302518213.html
ionctura sa,2024-06-20 00:00:00,Yes,roginolisib;cambritaxestat,"PI3Kδ, Phosphoinositide 3-kinase delta;Autotaxin",oncology,kinases;enzyme,Phase 2;Phase 1,Yes,precision oral small molecules,https://www.cancerresearchhorizons.com/news-and-events/our-news/ionctura-announces-eu80m-series-b-financing-progress-pipeline-through,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
karuna therapeutics inc,Error: Connection failed - HTTPSConnectionPool(host='karuna-pharmaceuticals.s,No,KarXT,M1 and M4 muscarinic receptors,CNS,gpcr,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
northsea therapeutics bv,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,structurally engineered fatty acids (SEFAs),https://www.linkedin.com/company/northseatherapeutics/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cyteir therapeutics inc,2021-03-11 00:00:00,No,CYT-0851,Not specified,oncology,other,Phase 1/2,Yes,"CYT-0851, an oral investigational drug that inhibits monocarboxylate transporters",https://www.linkedin.com/company/cyteir-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
turnstone biologics inc,2024-11-12 21:15:30,Yes,TIDAL-01,Disease Name,oncology,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Selected tumor-infiltrating lymphocyte (Selected TIL) therapy,https://www.linkedin.com/company/turnstone-biologics,No,,,No,,,Yes,Oncolytic Virus,https://www.linkedin.com/company/turnstone-biologics
calluna pharma inc,Error: can't compare offset-naive and offset-aware dateti,Yes,CAL101; CAL102,"S100A4, Damage-Associated Molecular Pattern Protein; Oxidized Phospholipids",immunology; fibrotic diseases; respiratory diseases,other; other,Phase 3; Preclinical,No,,,No,,,No,,,Yes,pipeline of selective antibodies,https://respiratory-therapy.com/disorders-diseases/chronic-pulmonary-disorders/asthma/calluna-pharma-launches-e75m-inflammatory-fibrotic-disease-therapies/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
tisento therapeutics inc,2025-09-25 12:05:01,No,Zagociguat,"sGC, Soluble Guanylate Cyclase",rare diseases; CNS,enzyme,Phase 2,Yes,oral zagociguat 15 mg or 30 mg,https://www.globenewswire.com/news-release/2025/08/20/3136285/0/en/First-PRIZM-Study-Participant-Enrolled-in-Tisento-Therapeutics-Open-Label-Extension-Study-in-MELAS.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
edge therapeutics inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,VERSAMUNE; PDS01ADC,"PD-L1, Programmed Death-Ligand 1",oncology,immune checkpoint,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
atacama therapeutics inc,2022-04-21 00:00:00,Yes,AT-5214; dexmecamylamine,Acetylcholine Nicotinic Receptor,dermatology,ion channels,Phase 2,Yes,"AT-5214 (dexmecamylamine) is the S-enantiomer of mecamylamine, a selective inhibitor of the acetylcholine nicotinic receptor.",https://www.cbinsights.com/company/atacama-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
lava therapeutics nv,2025-05-14 12:29:39,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,Yes,bispecific gamma delta T cell engagers,https://www.globenewswire.com/news-release/2025/10/17/3168778/7281/en/XOMA-Royalty-and-LAVA-Therapeutics-Announce-Amendment-to-Purchase-Agreement.html,No,,,No,,,No,,,No,,,No,,,No,,,Yes,gamma delta T cell engagers,https://www.globenewswire.com/news-release/2025/10/17/3168778/7281/en/XOMA-Royalty-and-LAVA-Therapeutics-Announce-Amendment-to-Purchase-Agreement.html
maxvax biotechnology llc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,Not specified,"HPV, Human Papillomavirus",infectious diseases; women's health,other,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,therapeutic HPV vaccine candidate,https://www.gatesfoundation.org/about/committed-grants/2023/09/inv-061191,No,,,No,,
concert pharmaceuticals inc,Error: can't compare offset-naive and offset-aware dateti,No,DPTX3186; CTP-543,"Beta-catenin; JAK, Janus Kinase",oncology; autoimmune diseases; dermatology,other; kinases,Preclinical; Phase 2,Yes,novel small molecule drugs,https://www.flagshippioneering.com/companies/concert-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cour pharmaceuticals development co inc,2024-12-03 11:30:00,Yes,CNP-103; CNP-108; CNP-104,"PD-L1, Programmed Death-Ligand 1; CD206, Mannose Receptor; Disease Name",immunology; autoimmune diseases; rare diseases,immune checkpoint; other; Not specified,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,tolerogenic nanoparticle treatments,https://www.globenewswire.com/news-release/2024/12/03/2990410/0/en/COUR-Pharmaceuticals-Enters-Collaboration-and-Licensing-Agreement-with-Genentech-to-Develop-and-Commercialize-Tolerogenic-Therapy-for-the-Treatment-of-an-Autoimmune-Disease.html
imara inc,2025-02-22 21:19:12,No,IMR-687; tovinontrine,Not specified,rare diseases; oncology,Not specified,Phase 2; Not specified,Yes,"IMR-687, lead product candidate, is a therapeutic candidate for the treatment of sickle cell disease and other hemolytic anemias",https://dcfmodeling.com/blogs/history/imra-history-mission-ownership?srsltid=AfmBOoquTQZfbaoq84GIz3mkejQHjQ4Bt_LDYTtoifXGsmn8D94yXk9D,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
eledon pharmaceuticals inc,2025-10-17 15:35:05,No,tegoprubart,"CD40L, CD40 Ligand",transplantation; autoimmune diseases; neurodegenerative diseases,immune checkpoint,Phase 2,No,,,No,,,No,,,Yes,anti-CD40L antibody,https://eledon.com/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,xenotransplantation,https://eledon.com/
x4 pharmaceuticals inc,2025-07-17 17:10:23,No,mavorixafor; X4P-003; X4P-002,"CXCR4, C-X-C Chemokine Receptor Type 4",rare diseases; immunology; oncology,gpcr,Approved; Phase 3; Preclinical,Yes,small-molecule selective antagonist of chemokine receptor CXCR4,https://www.cnbc.com/quotes/XFOR,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cormedix inc,2025-10-14 19:59:27,No,DefenCath; REZZAYO,Disease Name,infectious diseases,other,Phase 3; Approved,Yes,"DefenCath™, a novel, antibacterial and antifungal solution",https://www.linkedin.com/company/cormedix-inc-,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mediar therapeutics inc,2025-10-14 14:00:01,Yes,MTX-463; MTX-474; SMOC2,"WISP1, WNT1-inducible signaling pathway protein-1; EphrinB2, Ephrin ligand B2; SMOC2, Secreted Modular Calcium-binding Protein 2",fibrosis; idiopathic pulmonary fibrosis; systemic sclerosis; renal fibrosis,cytokine; other; other,Phase 2; Phase 1; Preclinical,No,,,No,,,No,,,Yes,MTX-463 is a first-in-class human IgG1 antibody designed to neutralize WISP1-mediated fibrotic signaling,https://www.prnewswire.com/news-releases/mediar-therapeutics-enters-into-global-licensing-agreement-with-lilly-to-advance-first-in-class-wisp1-antibody-for-the-treatment-of-idiopathic-pulmonary-fibrosis-ipf-302347905.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ansun biopharma inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,multi-function sialidase fusion protein,https://www.linkedin.com/company/ansun-biopharma,No,,,No,,,Yes,multi-function sialidase fusion protein,https://www.linkedin.com/company/ansun-biopharma,No,,,No,,,No,,,No,,,No,,
citryll bv,2024-12-09 07:00:00,Yes,CIT-013,"NETs and EETs, Neutrophil Extracellular Traps and Eosinophil Extracellular Traps",immunology; dermatology,other,Phase 2,No,,,No,,,No,,,Yes,monoclonal antibody CIT-013,https://www.globenewswire.com/news-release/2024/12/09/2993455/0/en/Citryll-Raises-EUR-85-Million-Series-B-to-Advance-Novel-NET-Targeting-Therapy-for-Immune-Mediated-Inflammatory-Disorders.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
lassen therapeutics 1 inc,2024-01-19 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mbrace therapeutics inc,2025-09-30 15:52:38,Yes,MBRC-101,"EphA5, Ephrin Type-A Receptor 5",oncology,kinases,Phase 1,No,,,No,,,No,,,Yes,humanized anti-EphA5 antibody,https://abzena.com/articles/news/adc-using-thiobridge-technology/,Yes,antibody-drug conjugates (ADCs),https://www.linkedin.com/company/mbrace-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,
instil bio inc,2021-01-29 00:00:00,No,AXN-2510,"PD-L1xVEGF, Programmed Death-Ligand 1 and Vascular Endothelial Growth Factor",oncology,immune checkpoint; cytokine,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,PD1 x VEGF,https://www.linkedin.com/company/instil-bio,No,,,No,,,No,,
oncternal therapeutics,2021-01-09 00:00:00,Yes,ONCT-534; CAR T,"Androgen Receptor; ROR1, Receptor Tyrosine Kinase-Like Orphan Receptor 1",oncology; hematological malignancies; prostate cancer,nuclear receptors; kinases,Phase 1/2,Yes,"TK-216, a small-molecule in Phase 1 development that inhibits ETS-family oncoproteins",https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,Yes,"cirmtuzumab, a monoclonal antibody in Phase 1/2 development that inhibits the ROR1 receptor",https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,No,,,Yes,CAR-T therapy that targets ROR1 currently in preclinical development,https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,No,,
oncternal therapeutics inc,2021-01-09 00:00:00,Yes,ONCT-808; ONCT-534; zilovertamab; ONCT-216,"ROR1, Receptor Tyrosine Kinase-Like Orphan Receptor 1; Disease Name",oncology; hematological malignancies; prostate cancer,kinases; other,Phase 1; Phase 2,Yes,"TK-216, a small-molecule in Phase 1 development that inhibits ETS-family oncoproteins",https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,Yes,"cirmtuzumab, a monoclonal antibody in Phase 1/2 development that inhibits the ROR1 receptor",https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,No,,,Yes,CAR-T therapy that targets ROR1 currently in preclinical development,https://www.linkedin.com/company/oncternal-therapeutics,No,,,No,,,No,,
magenta therapeutics inc,2021-06-12 00:00:00,Yes,DNTH212; Claseprubart,"BDCA2, Blood Dendritic Cell Antigen 2; BAFF/APRIL, B-cell Activating Factor/A Proliferation-Inducing Ligand; C1s, Complement Component 1s",immunology; autoimmune diseases,cytokine; enzyme,Phase 1; Phase 2,No,,,No,,,Yes,bifunctional fusion protein targeting plasmacytoid dendritic cell (pDC) BDCA2,https://dianthustx.com/,Yes,monoclonal antibody engineered to selectively target the classical pathway,https://dianthustx.com/,No,,,Yes,bifunctional fusion protein targeting plasmacytoid dendritic cell (pDC) BDCA2,https://dianthustx.com/,No,,,No,,,No,,,No,,,No,,
eiger biopharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.abladvisor.com', por",No,Lonafarnib; Peginterferon Lambda; Avexitide; Zokinvy,"HDV, Hepatitis Delta Virus; HI, Congenital Hyperinsulinism; Progeria, Progeria and Processing-Deficient Progeroid Laminopathies",infectious diseases; rare diseases; metabolic diseases,other,Phase 3; Phase 3; Phase 3 ready; Marketed,Yes,"Lonafarnib, an orally available, farnesylation inhibitor",https://stockanalysis.com/quote/otc/EIGRQ/,No,,,Yes,"Peginterferon Lambda (lambda), which is in clinical development for HDV",https://stockanalysis.com/quote/otc/EIGRQ/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
eiger biopharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.sfnet.com', port=443",No,Lonafarnib; Peginterferon Lambda,Not specified,infectious diseases; rare diseases,Not specified,Phase 3; Discontinued,Yes,Zokinvy ® (lonafarnib),https://www.globenewswire.com/news-release/2024/04/01/2855277/0/en/eiger-biopharmaceuticals-files-for-voluntary-chapter-11-protection.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
arthex biotech sl,2025-10-17 18:26:43,Yes,Arthex-01,Not specified,rare diseases; neuromuscular diseases,Not specified,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Developing microRNA modulators for diseases with unmet medical needs,https://es.linkedin.com/company/arthex-pharma,No,,,No,,,No,,,No,,
vyne therapeutics inc,No timestamp found,Yes,VYN201; VYN202; repibresib,"BD2, Bromodomain-containing protein 2",dermatology; immunology,other,Phase 2,Yes,small molecule pan-bromodomain and extra-terminal (BET) inhibitor,https://www.nasdaq.com/market-activity/stocks/vyne,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
prevail therapeutics inc,2020-12-15 06:15:00,Yes,PR001; PR006,"GBA1, Glucosylceramidase Beta 1; GRN, Granulin",rare diseases; neurodegenerative diseases,enzyme; other,Phase 1/2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,developing novel gene therapies that target the root genetic causes of Parkinson’s disease and other neurodegenerative disorders,https://www.linkedin.com/company/prevail-therapeutics,No,,,No,,,No,,
zymogenetics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://news.,No,Zanubrutinib; Tislelizumab; Sonrotoclax; Tarlatamab; Zanidatamab; BGB-16673; Blinatumomab; Pamiparib; BG-68501; BGB-21447; BGB-43395; BGB-A3055; BGB-B455; BG-C9074; BGB-B2033; BG-C137; BGB-53038; BG-C477; BG-89894; BGB-58067; BGB-B3227; BG-60366; BGB-26808; BGB-C354,"BTK, Bruton Tyrosine Kinase; PD-1, Programmed Cell Death Protein 1; BCL2, B-cell Lymphoma 2; DLL3, Delta-like Ligand 3; HER2, Human Epidermal Growth Factor Receptor 2; CD19, Cluster of Differentiation 19; PARP1/2, Poly (ADP-ribose) Polymerase; CDK2, Cyclin-Dependent Kinase 2; CDK4, Cyclin-Dependent Kinase 4; CCR8, C-C Chemokine Receptor 8; CLDN6, Claudin 6; B7-H4, B7 Homolog 4; GPC3, Glypican-3; FGFR2b, Fibroblast Growth Factor Receptor 2b; KRAS, Kirsten Rat Sarcoma; CEA, Carcinoembryonic Antigen; MAT2A, Methionine Adenosyltransferase 2A; PRMT5, Protein Arginine Methyltransferase 5; MUC1, Mucin 1; EGFR, Epidermal Growth Factor Receptor; HPK1, Hematopoietic Progenitor Kinase 1; B7-H3, B7 Homolog 3",oncology; hematology; immunology; inflammation; lung cancers; gastrointestinal cancers; breast/gynecologic cancers; solid tumors,kinases; immune checkpoint; enzyme; other,Approved; Phase 3; Phase 2; Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
minerva neurosciences inc,2020-01-18 00:00:00,No,Not specified,Not specified,CNS,Not specified,Not specified,Yes,proprietary product candidates to treat patients suffering from central nervous system (CNS) diseases,https://www.cnbc.com/quotes/NERV,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
"novacea, inc. (inactive)","Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,Not specified,"STING, Stimulator of Interferon Genes",oncology; immunology,immune checkpoint,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
quralis corporation,2023-03-09 05:00:00,Yes,QRL-101,"Kv7.2/7.3, Voltage-Gated Potassium Channel",CNS; neurodegenerative diseases,ion channels,Phase 1,Yes,small molecule programs,https://www.massbio.org/members/quralis-corporation/,No,,,No,,,No,,,No,,,No,,,Yes,antisense oligonucleotides (ASOs),https://www.umassmed.edu/news/news-archives/2025/05/umass-chan-licenses-rna-based-treatment-for-fragile-x-syndrome-to-quralis-corporation/,No,,,No,,,No,,,No,,
agomab therapeutics nv,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,Yes,AGMB-129; AGMB-447,"ALK5, Activin Receptor-Like Kinase 5",gastrointestinal diseases; pulmonary diseases,kinases,Phase 2,Yes,oral gastrointestinal (GI)-restricted small molecule inhibitor of ALK5 (TGFβ RI or ALK5),https://agomab.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
genmab as,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Petosemtamab,"EGFRxLGR5, Epidermal Growth Factor Receptor x Leucine-rich Repeat-containing G-protein Coupled Receptor 5",oncology,immune checkpoint,Phase 3,No,,,No,,,No,,,Yes,innovative and differentiated antibody therapeutics,https://www.linkedin.com/company/genmab,Yes,antibody-drug conjugates,https://www.linkedin.com/company/genmab,No,,,No,,,No,,,No,,,No,,,Yes,"bispecific T-cell engagers, next-generation immune checkpoint modulators, effector function enhanced antibodies",https://www.linkedin.com/company/genmab
merus nv,"Error: Connection failed - HTTPSConnectionPool(host='ir.genmab.com', port=443",Yes,Petosemtamab; Bizengri; MCLA-129; ONO-4685; INCA33890; MCLA-145; MCLA-158; MCLA-117,"EGFR, Epidermal Growth Factor Receptor; LGR5, Leucine-rich Repeat Containing G-protein-coupled Receptor 5; HER2, Human Epidermal Growth Factor Receptor 2; HER3, Human Epidermal Growth Factor Receptor 3; c-MET, Hepatocyte Growth Factor Receptor; PD-1, Programmed Cell Death Protein 1; CD3, Cluster of Differentiation 3; TGFBr2, Transforming Growth Factor Beta Receptor 2",oncology,gpcr; other; other; other; other; immune checkpoint; other; other,Phase 3; Approved; Phase 1/2; Not specified; Not specified; Phase 1; Phase 3; Terminated,No,,,No,,,No,,,Yes,bispecific antibody therapeutics,https://www.linkedin.com/company/merus,No,,,No,,,No,,,No,,,No,,,No,,,No,,
haemostatix ltd,"Error: Connection failed - HTTPSConnectionPool(host='ergomedgroup.com', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
artax biopharma inc,"Error: Connection failed - HTTPSConnectionPool(host='www.prnewswire.com', por",Yes,AX-158; AX-194,"Nck, Non-catalytic region of tyrosine kinase",immunology; autoimmune diseases,kinases,Phase 2; Preclinical,Yes,first-in-class oral small molecules,https://www.prnewswire.com/news-releases/artax-biopharma-raises-8-million-ahead-of-phase-2a-data-expected-in-q4-2024-302214540.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ray therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cirm.ca.gov', port=4",Yes,RTX-015,Retinal Ganglion Cells,retinal diseases,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,optogenetic gene therapy,"https://www.linkedin.com/company/ray-therapeutics-inc#:~:text=Founded%20in%202021%2C%20Ray%20Therapeutics,diseases%20independent%20of%20genetic%20mutation.",No,,,No,,,Yes,optogenetics,"https://www.linkedin.com/company/ray-therapeutics-inc#:~:text=Founded%20in%202021%2C%20Ray%20Therapeutics,diseases%20independent%20of%20genetic%20mutation."
