company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
multidisciplinary association for psychedelic studies,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,MDMA,"PTSD, Post-Traumatic Stress Disorder",CNS,other,Phase 3,Yes,Developing psychedelics and marijuana into prescription medicines,https://www.linkedin.com/company/mapsnews,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"MDMA-Assisted Therapy for Posttraumatic Stress Disorder (PTSD), MDMA-Assisted Therapy for Social Anxiety in Autistic Adults, MDMA-Assisted Therapy for Life-Threatening Illness",https://www.linkedin.com/company/mapsnews
"diobex, inc. (inactive)","Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
changchun baike biotech co ltd,"Error: Connection failed - HTTPConnectionPool(host='www.bchtpharm.com', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
shanton pharma co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.shantonpharma.com', ",No,HR091506; Febuxostat; IG3018,Not specified,metabolic diseases,enzyme,Phase 3; Phase 2/3; Phase 1/2,Yes,advanced and innovative drug research and developmental approaches,https://www.linkedin.com/company/shanton-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
shanton pharma holdings ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.shantonpharma.com', ",No,SAP-001,Not specified,metabolic diseases,enzyme,Phase 2,Yes,advanced and innovative drug research and developmental approaches,https://www.linkedin.com/company/shanton-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
9 meters biopharma inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.rttnews.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
synklino aps,"Error: Connection failed - HTTPSConnectionPool(host='eirventures.eu', port=44",Yes,SYN002,"CMV, Cytomegalovirus",infectious diseases,other,Preclinical,No,,,No,,,Yes,fusion protein that targets US28 for CMV infections,https://www.linkedin.com/company/synklino/,No,,,No,,,Yes,fusion protein that targets US28 for CMV infections,https://www.linkedin.com/company/synklino/,No,,,No,,,No,,,No,,,No,,
lianbio,2020-11-29 00:00:00,No,Infigratinib; TP-03; BBP-398,"FGFR1-3, Fibroblast Growth Factor Receptor 1-3; Demodex; SHP2, Src Homology 2 Domain Containing Protein Tyrosine Phosphatase",oncology; ophthalmology,kinases; other; enzyme,Phase 2; Phase 3; Phase 1,Yes,marketing rights to the heart medicine mavacamten,https://www.biopharmadive.com/news/lianbio-shut-down-return-cash-dividend/707451/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
fred hutchinson cancer research center,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,STEAP1,"STEAP1, Six Transmembrane Epithelial Antigen of the Prostate 1",oncology,other,Preclinical,No,,,No,,,No,,,Yes,immunotherapy,https://bigtencrc.org/member-institutions/fred-hutch-cancer-center/,No,,,No,,,No,,,Yes,bone marrow transplantation,https://bigtencrc.org/member-institutions/fred-hutch-cancer-center/,Yes,COVID-19 vaccines,https://bigtencrc.org/member-institutions/fred-hutch-cancer-center/,No,,,No,,
shanghai hexaell biotech co ltd,2025-02-11 00:00:00,Yes,Not specified,Not specified,oncology,Not specified,Not specified,No,,,No,,,Yes,"secretion of liver-specific proteins such as ALB, AAT and TRF",https://golden.com/wiki/Hexaell_Biotech-REK9JE8,No,,,No,,,No,,,No,,,Yes,focusing on developing novel cell therapies and regenerative medicines for severe liver diseases,https://golden.com/wiki/Hexaell_Biotech-REK9JE8,No,,,No,,,No,,
tiburio therapeutics inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,TBR-760; TBR-065,Not specified,rare diseases; neuroendocrine tumors; endocrine diseases,other,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,dopamine-somatostatin chimeric molecule,https://blog.zymewire.com/post/tiburio-therapeutics-a-map-for-selling-to-this-stealth-biotech-startup
preglem sa,2008-01-04 00:00:00,No,Donanemab; Evobrutinib; Tolebrutinib; Fitusiran; Marstacimab; Concizumab; Rocatinlimab; PRA023; Bimekizumab; Zolbetuximab; Datopotamab deruxtecan; Imetelstat; Ensifentrine,"Amyloid-beta; BTK, Bruton Tyrosine Kinase; TFPI, Tissue Factor Pathway Inhibitor; IL17, Interleukin-17; Claudin18.2; TROP2, Trophoblast Cell Surface Antigen 2; Telomerase; PDE 3/4, Phosphodiesterase 3/4",neurology; immunology; hematology; oncology; respiratory,immune checkpoint; kinases; enzyme; cytokine; other; other; enzyme; enzyme,Pre-reg; Phase III; Phase III; Pre-reg; Pre-reg; Pre-reg; Phase III; Phase III; Pre-reg; Pre-reg; Phase III; Pre-reg; Pre-reg,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ultimovacs as,2025-03-17 13:43:22,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,Yes,"UV1, a peptide-based vaccine inducing a specific T cell response",https://www.linkedin.com/company/ultimovacs-as/,No,,,No,,,No,,,No,,,No,,,Yes,pioneering the development of 'off the shelf' T Cell Receptor Natural Killer (TCR-NK) cell therapies,https://www.globenewswire.com/news-release/2024/12/17/2998486/0/en/ULTIMOVACS-ANNOUNCES-AGREEMENT-TO-COMBINE-ITS-BUSINESS-WITH-ZELLUNA-IMMUNOTHERAPY-AND-INTENTION-TO-LAUNCH-FULLY-COMMITTED-PRIVATE-PLACEMENT.html,Yes,UV1 is being developed as a therapeutic cancer vaccine,https://www.linkedin.com/company/ultimovacs-as/,No,,,No,,
ultimovacs asa,2025-03-17 13:43:22,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,Yes,peptide-based vaccine inducing a specific T cell response,https://www.linkedin.com/company/ultimovacs-as/,No,,,No,,,No,,,No,,,No,,,Yes,T Cell Receptor Natural Killer (TCR-NK) cell therapies,https://www.globenewswire.com/news-release/2024/12/17/2998486/0/en/ULTIMOVACS-ANNOUNCES-AGREEMENT-TO-COMBINE-ITS-BUSINESS-WITH-ZELLUNA-IMMUNOTHERAPY-AND-INTENTION-TO-LAUNCH-FULLY-COMMITTED-PRIVATE-PLACEMENT.html,Yes,therapeutic cancer vaccine,https://www.linkedin.com/company/ultimovacs-as/,No,,,No,,
lohocla research corp,"Error: Connection failed - HTTPSConnectionPool(host='taggs.hhs.gov', port=443",Yes,Not specified,Not specified,chronic pain; neurologic disorders,Not specified,Not specified,Yes,developing medications to treat chronic pain and addictions,https://www.linkedin.com/company/lohocla-research-corporation,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amal therapeutics sa,2018-12-12 00:00:00,Yes,ATP128,"Disease Name, Colorectal Cancer",oncology,other,Preclinical,No,,,Yes,"KISIMA®, a novel peptide/protein-based immunisation technology platform",https://www.swissbiotech.org/listing/amal-therapeutics/,Yes,"KISIMA®, a novel peptide/protein-based immunisation technology platform",https://www.swissbiotech.org/listing/amal-therapeutics/,No,,,No,,,Yes,assembly within one chimeric fusion protein of 3 elements essential to generate potent immunity,https://www.swissbiotech.org/listing/amal-therapeutics/,No,,,No,,,Yes,developing therapeutic vaccines,https://www.swissbiotech.org/listing/amal-therapeutics/,No,,,No,,
kriya therapeutics inc,2025-09-12 11:08:54,Yes,KRIYA-748; KRIYA-825,"Engineered Ion Channel; C3, Complement Component 3; C5, Complement Component 5",neurology; ophthalmology,ion channels; other,Clinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,gene therapies,https://kriyatherapeutics.com/,No,,,No,,,No,,
morphotek inc,2025-03-25 08:51:57,Yes,AVZO-103,Nectin4; TROP2,oncology,other,Phase 1/2,No,,,No,,,Yes,protein therapeutics,https://media-us.eisai.com/2012-08-14-Morphotek-Inc-Opens-60-000-square-foot-Manufacturing-Plant,Yes,therapeutic monoclonal antibodies,https://www.flagshippioneering.com/companies/morphotek,No,,,No,,,No,,,No,,,No,,,No,,,No,,
effector therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.sfgate.com', port=44",No,eFT508; eFT226,"MNK1/2, Mitogen-Activated Protein Kinase-Interacting Kinase 1 and 2; eIF4A, Eukaryotic Initiation Factor 4A",oncology,kinases; other,Phase 2,Yes,small molecule STRI product candidates,https://www.cnbc.com/quotes/EFTR,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
azura ophthalmics pty ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,AZR-MD-001,Meibomian Gland Dysfunction,ophthalmology,other,Phase 3,Yes,Our internally discovered pipeline of new chemical entities,https://il.linkedin.com/company/azura-ophthalmics-limited,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
surge therapeutics inc,2023-08-19 00:00:00,No,GTB-3650; GTB-5550,CD33; B7H3,oncology,immune checkpoint; other,Phase 1; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,intraoperative immunotherapy,https://www.linkedin.com/company/surge-therapeutics
crescendo biologics ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.anderapartners.com',",Yes,CB213; CB307,"PD-1, Programmed Death-1; LAG-3, Lymphocyte Activation Gene-3; CD137, Cluster of Differentiation 137; PSMA, Prostate-Specific Membrane Antigen",oncology,immune checkpoint,Phase 1; Preclinical,No,,,No,,,No,,,Yes,Humabody® therapeutics,https://uk.linkedin.com/company/crescendo-biologics-ltd,No,,,No,,,No,,,No,,,No,,,No,,,Yes,multi-functional Humabody therapeutics,https://uk.linkedin.com/company/crescendo-biologics-ltd
zhejiang boyiao biopharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.reuters.com', port=4",Yes,CN201; GLP-1 receptor agonists,"PD-1, Programmed Cell Death Protein 1; VEGF, Vascular Endothelial Growth Factor; GLP-1, Glucagon-Like Peptide-1",oncology; cardiovascular; metabolic diseases,immune checkpoint; cytokine; other,Phase 1; Preclinical,Yes,Small Molecules,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,Yes,Peptides,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,Yes,Recombinant Proteins,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,Yes,Monoclonal Antibodies,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,Yes,Antibody-Drug Conjugates (ADCs),https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,No,,,Yes,mRNA Production,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,Yes,Cell & Gene Therapy,https://apicule.com/api-suppliers/zhejiang-boxiao-biopharmaceutical-co-ltd/,No,,,No,,,No,,
cidara therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,CD388,Influenza Virus,infectious diseases,other,Phase 3,Yes,targeted small molecules,https://www.linkedin.com/company/cidara-therapeutics,Yes,peptides coupled to a proprietary human antibody fragment,https://www.linkedin.com/company/cidara-therapeutics,No,,,Yes,proprietary human antibody fragment,https://www.linkedin.com/company/cidara-therapeutics,Yes,Drug–Fc Conjugate (DFC),https://www.linkedin.com/company/cidara-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,
veru inc,2025-09-23 12:40:33,No,Enobosarm; VERU-111; VERU-100,"AR, Androgen Receptor; Alpha and Beta Tubulin Subunits; GnRH, Gonadotropin-Releasing Hormone",oncology,nuclear receptors; other; other,Phase 3; Phase 2; Phase 2,Yes,"two late-stage novel small molecules, enobosarm and sabizabulin",https://www.linkedin.com/company/veru-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
"apex bioscience, inc. (inactive)",2002-06-14 14:09:48,No,Bezuclastinib; CGT4859; CGT4255; CGT6297,"KIT, KIT Activation Loop Mutations; FGFR2, Fibroblast Growth Factor Receptor 2; FGFR3, Fibroblast Growth Factor Receptor 3; ErbB2, Epidermal Growth Factor Receptor 2; PI3Kα, Phosphoinositide 3-Kinase Alpha; KRAS, Kirsten Rat Sarcoma Viral Oncogene Homolog",oncology; immunology,kinases; kinases; kinases; kinases; kinases; other,Phase 3; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurocrine biosciences inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,INGREZZA; valbenazine,"VMAT2, Vesicular Monoamine Transporter 2",neurology; movement disorders,other,Marketed,Yes,INGREZZA is a selective vesicular monoamine transporter 2 (VMAT2) inhibitor,https://www.prnewswire.com/news-releases/neurocrine-biosciences-presents-new-kinect-4-post-hoc-analysis-demonstrating-rapid-and-sustained-therapeutic-efficacy-of-ingrezza-valbenazine-40-mg-capsules-302586928.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
axcella health inc,2022-11-13 00:00:00,Yes,AXA1665; AXA1125; AXA1957,"Hepatic Encephalopathy; NAFLD, Non-Alcoholic Fatty Liver Disease; NASH, Nonalcoholic Steatohepatitis",liver diseases,other,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,endogenous metabolic modulators (EMMs),https://axcellahealth.com/
impact therapeutics inc,2024-12-15 00:00:00,No,Iberdomide; Mezigdomide,"CRBN, Cereblon",oncology,enzyme,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
otonomy inc,2021-05-07 00:00:00,Yes,OTO-413,"BDNF, Brain-Derived Neurotrophic Factor",CNS; hearing loss,cytokine,Phase I/II,Yes,drug candidate OTO-413 for hearing loss,https://www.biopharmadive.com/news/otonomy-liquidate-dissolve-shut-down/639179/,No,,,Yes,Brain-Derived Neurotrophic Factor (BNDF),https://www.prnewswire.com/news-releases/spiral-therapeutics-acquires-otonomy-assets-to-boost-inner-ear-disorders-pipeline-and-appoints-industry-leaders-to-board-301782910.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,drug delivery technology to the ear,https://www.linkedin.com/company/otonomy-inc
uniqure biopharma bv,2025-10-16 21:00:38,No,AMT-130; AMT-240; AMT-061; AMT-191; AMT-162; AMT-260,"HTT, Huntingtin Protein; APOE4, Apolipoprotein E4; SOD1, Superoxide Dismutase 1",neurology; rare diseases; hematology,other; other; enzyme,Phase 2; Preclinical; Phase 3; Preclinical; Preclinical; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"gene therapy, AAV vectors",https://www.linkedin.com/company/uniqure,No,,,No,,,No,,
uniqure nv,2025-10-16 21:00:38,No,AMT-130; AMT-260; AMT-240; etranacogene dezaparvovec; AMT-191; AMT-162,"HTT, Huntingtin; GRIK2, Glutamate Ionotropic Receptor Kainate Type Subunit 2; APOE4, Apolipoprotein E4; Disease Name; Disease Name; SOD1, Superoxide Dismutase 1",neurology; rare diseases; CNS,other; ion channels; other; other; other; enzyme,Phase 1; Phase 1/2; Preclinical; Approved; Preclinical; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,gene therapy,https://www.linkedin.com/company/uniqure,No,,,No,,,No,,
mirati therapeutics inc,2023-09-08 00:00:00,No,Adagrasib,"KRASG12C, Kirsten Rat Sarcoma Viral Oncogene Homolog G12C",oncology,kinases,Phase 3,Yes,breakthrough therapies that target the genetic drivers of cancer,https://www.linkedin.com/company/mirati-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
gemma biotherapeutics inc,2024-12-23 10:00:55,Yes,GM1 gangliosidosis; Krabbe disease; metachromatic leukodystrophy,Disease Name,rare diseases; central nervous system,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"gene therapy research, AAV vectors, genome editing",https://www.linkedin.com/company/gemmabiotx,No,,,No,,,No,,
kandy therapeutics ltd,"Error: Connection failed - HTTPSConnectionPool(host='adventls.com', port=443)",Yes,Not specified,Not specified,women's health,Not specified,Phase 2,Yes,KRAS G12D inhibitor,https://www.bayer.com/media/en-us/bayer-completes-acquisition-of-uk-based-biotech-company-kandy-therapeutics-ltd/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
enyo pharma sa,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dermbiont inc,2023-11-19 00:00:00,No,DBI-002,Not specified,infectious diseases; dermatology,other,Phase 2,Yes,targeted small molecule therapeutics,https://www.linkedin.com/company/dermbiont,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,biotherapeutics that repair an imbalance of the microbiome,https://www.linkedin.com/company/dermbiont
abalos therapeutics gmbh,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,arenavirus-based immuno-virotherapy,https://de.linkedin.com/company/abalos-the
autolus therapeutics plc,2025-09-19 14:31:36,Yes,AUTO4; AUTO1; AUCATZYL,"TRBC1, T Cell Receptor Beta Constant 1; CD19, Cluster of Differentiation 19",oncology,other; immune checkpoint,Phase 1; Approved,No,,,No,,,No,,,Yes,tumor recognition domain of an antibody,https://www.autolus.com/,No,,,No,,,No,,,Yes,CAR T cell therapy company,https://uk.linkedin.com/company/autolus-ltd-,No,,,No,,,No,,
nanjing legend biotech co ltd,2025-10-15 13:31:03,No,LCAR-B38M,"BCMA, B-cell Maturation Antigen",oncology,immune checkpoint,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"CAR-T, CAR-T Manufacturing, Cell Therapy",https://www.linkedin.com/company/legendbiotechco.,No,,,No,,,No,,
janux therapeutics inc,2025-09-24 14:46:03,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
knopp biosciences llc,"Error: Connection failed - HTTPSConnectionPool(host='www.baincapital.com', po",Yes,Dexpramipexole,Eosinophils,inflammatory diseases; neurological diseases; eosinophilic disorders; asthma,other,Phase 3,Yes,"clinical-stage oral small molecule, dexpramipexole",https://knoppbio.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kolon tissuegene inc,2025-10-11 11:26:48,No,Not specified,Disease-modifying osteoarthritis drugs (DMOADs),Musculoskeletal diseases,other,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,cell and gene therapy for osteoarthritis,https://www.prnewswire.com/news-releases/kolon-tissuegene-highlights-long-term-safety-data-and-potential-us-fda-pathway-for-tg-c-at-oarsi-world-congress-302439695.html,No,,,No,,,No,,
apexigen inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,APX005M,"PD-1, Programmed Cell Death-1 Receptor",oncology,immune checkpoint,Not specified,No,,,No,,,No,,,Yes,discovering and developing a new generation of antibody therapeutics,https://www.linkedin.com/company/apexigen,No,,,No,,,No,,,No,,,No,,,No,,,No,,
orexigen therapeutics inc (inactive),2018-03-12 10:01:35,No,Contrave; Empatic,Not specified,obesity; metabolic diseases,Not specified,Marketed; Phase 2,Yes,"naltrexone, an opioid antagonist, and bupropion, a relatively weak inhibitor of the neuronal reuptake of dopamine and norepinephrine",https://www.takeda.com/newsroom/newsreleases/2016/orexigen-and-takeda-jointly-announce-orexigens-acquisition-of-all-rights/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
epygenix therapeutics inc,2024-04-30 07:00:00,Yes,EPX-100,"5-HT, Serotonin Signaling Pathways",CNS; rare diseases,other,Phase 2,Yes,"clemizole hydrochloride (EPX-100), a potent, oral, centrally acting serotonin (5HT2) agonist",https://www.prnewswire.com/news-releases/harmony-biosciences-acquires-epygenix-therapeutics-inc-adding-late-stage-epilepsy-franchise-to-growing-pipeline-of-innovative-cns-assets-302131000.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,proprietary phenotype-based zebrafish drug screening platform,https://www.prnewswire.com/news-releases/harmony-biosciences-acquires-epygenix-therapeutics-inc-adding-late-stage-epilepsy-franchise-to-growing-pipeline-of-innovative-cns-assets-302131000.html
sling therapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,oral small molecule linsitinib,https://www.prnewswire.com/news-releases/sling-therapeutics-announces-positive-topline-results-from-phase-2b3-lids-clinical-trial-of-oral-small-molecule-linsitinib-in-patients-with-thyroid-eye-disease-302350327.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
tavotek biotherapeutics,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,Not specified,oncology; immunology; autoimmune diseases; inflammatory diseases,immune checkpoint,Preclinical,No,,,No,,,No,,,Yes,Bispecific antibody generation is actively pursued for therapeutic and research antibody development.,https://www.linkedin.com/in/chiu-mark-35174b33,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"novel multispecific antibodies that simultaneously target epidermal growth factor receptor (EGFR), cMET, and either programmed death-ligand 1 (PD-L1) or vascular endothelial growth factor (VEGF).",https://www.linkedin.com/company/tavotek
alucent biomedical inc,No timestamp found,No,AlucentNVS,Arteriovenous Fistula,cardiovascular; renal diseases,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Natural Vascular Scaffolding (NVS) technology,https://www.stradlinglaw.com/experience/alucent-biomedical-closes-series-b-financing.html
inversago pharma inc,"Error: Connection failed - HTTPSConnectionPool(host='forbion.com', port=443):",No,INV-202,"CB1, Cannabinoid Receptor 1",metabolic diseases; obesity,gpcr,Phase 2,Yes,"INV-202, an oral CB1 inverse agonist",https://www.globenewswire.com/news-release/2023/08/10/2722413/0/en/Novo-Nordisk-to-acquire-Inversago-Pharma-to-develop-new-therapies-for-people-living-with-obesity-diabetes-and-other-serious-metabolic-diseases.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cullgen inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,CG001419,"TRK, Tropomyosin receptor kinase",pain,kinases,Phase 1,Yes,highly active small molecule designed to selectively degrade both mutant and wild-type TRK proteins,https://www.prnewswire.com/news-releases/pulmatrix-and-cullgen-announce-proposed-merger-302303818.html,No,,,Yes,targeting of historically 'undruggable' proteins for selective destruction,https://www.prnewswire.com/news-releases/astellas-and-cullgen-enter-into-strategic-collaboration-and-option-agreement-to-advance-innovative-targeted-protein-degraders-301851639.html,No,,,No,,,No,,,No,,,No,,,No,,,Yes,targeted protein degradation technology that utilizes the body's own natural protein disposal system to selectively and efficiently degrade and remove disease-causing proteins,https://www.linkedin.com/company/cullgen,No,,
vivace therapeutics inc,2025-03-12 06:00:39,No,VT3989,"Merlin, Tumor Suppressor Protein",oncology; rare diseases,other,Preclinical,Yes,Vivace Therapeutics is a small molecule drug discovery and development company,https://www.prnewswire.com/news-releases/vivace-therapeutics-raises-35-million-in-series-d-financing-to-support-clinical-development-of-first-in-class-cancer-drug-targeting-the-hippo-pathway-302397707.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sairopa bv,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,ADU-1805; ADU-1604; SIRPα-PD-L1 bispecific antibody,"SIRPα, Signal Regulatory Protein Alpha; CTLA4, Cytotoxic T-Lymphocyte-Associated Protein 4; PD-L1, Programmed Death-Ligand 1",oncology,immune checkpoint,Phase 1; Phase 2; Preclinical,No,,,No,,,No,,,Yes,portfolio of therapeutic antibodies,https://www.linkedin.com/company/sairopa-b-v/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
salubris biotherapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"small molecule drugs in the cardiovascular, anti-allergy and anti-infective therapeutic areas",https://www.linkedin.com/company/salubris-biotherapeutics,No,,,No,,,Yes,"Antibody Engineering, Bi-Specific Antibodies",https://www.linkedin.com/company/salubris-biotherapeutics,Yes,Antibody-Drug Conjugates,https://www.linkedin.com/company/salubris-biotherapeutics,Yes,investigational fusion protein for the treatment of heart failure,https://www.linkedin.com/company/salubris-biotherapeutics,No,,,No,,,No,,,No,,,No,,
anokion sa,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,Yes,ANK-700,Not specified,neurology; autoimmune diseases,other,Phase 1,No,,,No,,,Yes,Protein engineering,https://www.linkedin.com/company/anokion-sa,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
deutsches zentrum fur diabetesforschung ev,"Error: Connection failed - HTTPSConnectionPool(host='de.wikipedia.org', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
alpha tau medical ltd,2025-04-30 00:00:00,Yes,Alpha DaRT,"Disease Name, Solid Tumors",oncology,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Alpha DaRT (Diffusing Alpha-emitters Radiation Therapy),https://www.alphatau.com/
oramed pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Not specified,Diabetes,metabolic diseases,Not specified,Phase 3,No,,,No,,,Yes,oral insulin and POD™ platform,https://www.prnewswire.com/news-releases/oramed-pharmaceuticals-issues-letter-to-shareholders-302391492.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
biotie therapies ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.f,No,Tozadenant; SYN120,Not specified,CNS; Parkinson's disease,Not specified,Phase 3; Phase 2,Yes,Selincro (nalmefene) for alcohol dependence,https://www.linkedin.com/company/biotie-therapies-corp.,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
akero therapeutics inc,2024-04-05 00:00:00,No,efruxifermin,Not specified,metabolic diseases,Not specified,Phase 3,No,,,No,,,Yes,FGF21 analogue efruxifermin (EFX),https://www.ropesgray.com/en/news-and-events/news/2025/10/novo-nordisk-enters-agreement-to-acquire-akero-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
