company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
sudo biosciences inc,2023-12-20 14:36:06,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,precision TYK2 (tyrosine kinase 2) inhibitors,https://www.tpg.com/news-and-insights/sudo-biosciences-raises-116m-series-b-financing-to-advance-potential-best-in-class-tyk2-therapeutics-programs-into-the-clinic,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amunix operating inc,"Error: Connection failed - HTTPSConnectionPool(host='www.baincapital.com', po",No,AMX-818,"HER2, Human Epidermal Growth Factor Receptor 2",oncology,immune checkpoint,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amunix pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.baincapital.com', po",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
precirix nv,No timestamp found,Yes,CAM-H2,"HER2, Human Epidermal Growth Factor Receptor 2",oncology,other,Phase 1/Phase 2,No,,,No,,,No,,,Yes,radiolabelled single-domain antibodies (sdAbs),https://www.prnewswire.com/news-releases/precirix-raises-eur-80m-in-series-b-to-advance-its-pipeline-of-precision-radiopharmaceuticals-301503283.html,Yes,radiopharmaceuticals using camelid single-domain antibodies labelled with radioisotopes,https://www.prnewswire.com/news-releases/precirix-raises-eur-80m-in-series-b-to-advance-its-pipeline-of-precision-radiopharmaceuticals-301503283.html,No,,,No,,,No,,,No,,,No,,,Yes,"theragnostic approach, where patients can be selected using a low dose/imaging version of the product",https://www.prnewswire.com/news-releases/precirix-raises-eur-80m-in-series-b-to-advance-its-pipeline-of-precision-radiopharmaceuticals-301503283.html
exelixis inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,Zanzalintinib; XB010; XL309,"VEGFR, Vascular Endothelial Growth Factor Receptor; MET, Mesenchymal-Epithelial Transition Factor; TAM kinases, TYRO3/AXL/MER; 5T4, Tumor Antigen 5T4; USP1, Ubiquitin-Specific Peptidase 1",oncology,kinases; other; enzyme,Preclinical,Yes,Biologics & Small Molecules,https://www.linkedin.com/company/exelixis,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
anaveon ag,2025-10-14 08:00:03,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,develops biologics to modulate the functions of cytokines,https://ch.linkedin.com/company/anaveon-ag,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
alladapt immunotherapeutics inc,Error: can't compare offset-naive and offset-aware dateti,No,Not specified,Not specified,immunology,Not specified,Not specified,No,,,No,,,Yes,protein structures,https://patientsquarecapital.com/alladapt-announces-completion-of-oversubscribed-119-million-institutional-financing/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pepromene bio inc,2025-05-20 10:22:34,No,Not specified,"Disease Name, Acute Lymphoblastic Leukemia",oncology,other,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAR-T cells targeting an innovative tumor antigen (BAFF-R),https://www.linkedin.com/company/pepromene-bio,No,,,No,,,No,,
pmd device solutions ab,2025-01-01 11:21:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
"Genaissance Pharmaceuticals, Inc. (inactive)","Error: Connection failed - HTTPSConnectionPool(host='www.courant.com', port=4",No,Emraclidine; Tavapadon; CVL-354; Darigabat,"M4, Muscarinic M4 receptor; D1/D5, Dopamine D1/D5 receptor; KOR, Kappa Opioid Receptor; GABA A receptor",psychiatric disorders; neurological disorders; schizophrenia; Parkinson's disease; epilepsy; panic disorder; Alzheimer's disease psychosis,gpcr; gpcr; other; ion channels,Phase 2; Phase 3; Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
"genaissance pharmaceuticals, inc. (inactive)",Error: Connection failed - 403 Client Error: Forbidden for url: https://www.s,No,Emraclidine; Tavapadon; CVL-354; Darigabat,"M4, Muscarinic M4 receptor; D1/D5, Dopamine D1/D5 receptors; KOR, Kappa Opioid Receptor; GABA A, Gamma-Aminobutyric Acid A receptor",psychiatric disorders; neurological disorders; Parkinson's disease; epilepsy; mood disorders,gpcr; gpcr; other; ion channels,Phase 2; Phase 3; Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
reconnect labs ag,2025-10-14 13:35:00,No,Not specified,Not specified,mental health; insomnia; anxiety; substance use disorders,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
arecor therapeutics plc,Error: Connection failed - 403 Client Error: Forbidden for url: https://areco,Yes,AT278,"Disease Name, Type 1 and Type 2 Diabetes",metabolic diseases,other,Phase 2,No,,,Yes,#GLP1 #metabolic #peptides,"https://uk.linkedin.com/company/arecor-limited#:~:text=Arecor%20Therapeutics%20plc%20is%20a,enhancement%20of%20existing%20therapeutic%20products.",Yes,High Concentration mAbs,"https://uk.linkedin.com/company/arecor-limited#:~:text=Arecor%20Therapeutics%20plc%20is%20a,enhancement%20of%20existing%20therapeutic%20products.",Yes,High Concentration mAbs,"https://uk.linkedin.com/company/arecor-limited#:~:text=Arecor%20Therapeutics%20plc%20is%20a,enhancement%20of%20existing%20therapeutic%20products.",No,,,No,,,No,,,No,,,Yes,Vaccine Stability,"https://uk.linkedin.com/company/arecor-limited#:~:text=Arecor%20Therapeutics%20plc%20is%20a,enhancement%20of%20existing%20therapeutic%20products.",No,,,No,,
vensica therapeutics,2024-10-29 12:34:37,Yes,Xeomin,Not specified,urology,enzyme,Phase 2,No,,,No,,,Yes,Botulinum toxin A (Xeomin®),https://www.prnewswire.com/il/news-releases/vensica-medical-secures-11m-in-funding-to-support-phase-2-trials-for-overactive-bladder-treatment-302288449.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,needle-free catheter-based system that uses ultrasound waves,https://il.linkedin.com/company/vensica-medical
immunos therapeutics ag,2024-09-17 08:00:00,Yes,iosH2; IOS-1002,"HLA, Human Leukocyte Antigen",oncology; autoimmune diseases,immune checkpoint,Phase 2,No,,,No,,,Yes,multi-functional HLA-fusion protein,https://www.globenewswire.com/news-release/2024/09/17/2947186/0/en/ImmunOs-Therapeutics-AG-Raises-11-Million-and-Further-Strengthens-Investor-Base.html,No,,,No,,,Yes,multi-functional HLA-fusion protein,https://www.globenewswire.com/news-release/2024/09/17/2947186/0/en/ImmunOs-Therapeutics-AG-Raises-11-Million-and-Further-Strengthens-Investor-Base.html,No,,,No,,,No,,,No,,,Yes,targeting myeloid checkpoints,https://www.globenewswire.com/news-release/2024/09/17/2947186/0/en/ImmunOs-Therapeutics-AG-Raises-11-Million-and-Further-Strengthens-Investor-Base.html
national institute for research in tuberculosis,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,delamanid; bedaquiline; moxifloxacin; pyrazinamide; rifapentine; rifamycin; isoniazid,Mycobacterium tuberculosis,infectious diseases,other,Phase 3; Phase 2; Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Vaccine development for complex intracellular neglected pathogens,https://www.validate-network.org/national-institute-for-research-in-tuberculosis,No,,,No,,
immunovative therapies ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,AlloStim,"Disease Name, Metastatic Colorectal Cancer",oncology,other,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,New vaccine concept that works in over 65yo to protect against respiratory viral infection,https://il.linkedin.com/company/immunovative-therapies-ltd.,No,,,Yes,"Next Generation Immunotherapy. Off-the shelf, non-genetically altered, Neo-antigen-based, in-situ cancer vaccines",https://il.linkedin.com/company/immunovative-therapies-ltd.
lineage cell therapeutics inc,2025-10-16 15:44:38,No,TECVAYLI; DARZALEX FASPRO,"BCMA, B-cell Maturation Antigen; CD38, Cluster of Differentiation 38",oncology,immune checkpoint; immune checkpoint,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,developing novel cell therapies for unmet medical needs,https://www.linkedin.com/company/lineagecell,No,,,No,,,No,,
ck regeon inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,"CXXC5, Negative Regulator of WNT Pathway; Dvl, Dishevelled",metabolic diseases; CNS,enzyme,Preclinical,Yes,First-in-class small molecule drugs which could restore damaged tissues of target diseases by restorative activation of the regenerative WNT/ꞵ-catenin signaling,https://informaconnect.com/bioeurope-spring/sponsors/ck-regeon-inc/,Yes,KY19382 is a small molecule that mimics PTD-DBM peptide functions,https://dermaregeon.com/post/ck-regeon-debuts-new-scalp-and-hair-care-brands-heribon-and-hairregeon,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kezar life sciences inc,2025-08-28 20:06:23,No,Zetomipzomib; KZR-616; KZR-261,Immunoproteasome,autoimmune diseases; liver disease,enzyme,Phase 2,Yes,"Pioneering first-in-class, small-molecule therapies",https://www.linkedin.com/company/kezarlifesciences,No,,,Yes,"Kezar is developing novel, first-in-class, small molecule approaches for targeting select proteins",https://kezarlifesciences.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
bergenbio asa,"Error: Connection failed - HTTPSConnectionPool(host='www.oncoinvent.com', por",Yes,Bemcentinib; Tilvestamab,"AXL, AXL receptor tyrosine kinase",oncology; infectious diseases,kinases,Phase 2,Yes,selective AXL kinase inhibitors,https://www.linkedin.com/company/bergenbio-as/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurotherapia inc,2024-08-06 08:00:00,Yes,NTRX-07,"CB2, Cannabinoid Receptor 2",CNS; neurodegenerative diseases,gpcr,Phase 2,Yes,Small molecule therapies to treat central nervous system (CNS) diseases,https://www.neurotherapia.com/,No,,,No,,,Yes,currently approved antibody therapies,https://www.neurotherapia.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurotherpia inc,2024-08-06 08:00:00,Yes,NTRX-07,"CB2, Cannabinoid Receptor 2",CNS; neurodegenerative diseases; Alzheimer's disease,gpcr,Phase 2,Yes,"oral, small molecule therapeutics",https://www.neurotherapia.com/,No,,,No,,,Yes,therapeutic monoclonal antibodies,https://www.prnewswire.com/news-releases/neurotherapia-raises-12-3m-in-the-first-close-of-its-series-b-financing-302213518.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
faron pharmaceuticals oy,2025-10-17 05:58:02,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,Yes,anti-Clever-1 antibody,https://fi.linkedin.com/company/faron,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kineta inc,2025-06-30 08:50:00,No,TBS-2025; KVA12123,"VISTA, V-domain Ig suppressor of T cell activation",oncology; immuno-oncology,immune checkpoint,Phase 2,No,,,No,,,No,,,Yes,Phase 2 ready novel VISTA inhibiting monoclonal antibody (mAb),https://www.prnewswire.com/news-releases/tuhura-biosciences-completes-acquisition-of-kineta-302494115.html,Yes,bi-specific antibody drug conjugates,https://www.prnewswire.com/news-releases/tuhura-biosciences-completes-acquisition-of-kineta-302494115.html,No,,,No,,,No,,,No,,,No,,,No,,
oncomatryx biopharma sl,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,human-derived proteins,https://www.pharmaceutical-tech.com/suppliers/oncomatryx-biopharma-sl,Yes,therapeutic human antibodies,https://www.pharmaceutical-tech.com/suppliers/oncomatryx-biopharma-sl,Yes,antibody-drug conjugates (ADCs),https://es.linkedin.com/company/oncomatryx-biopharma,No,,,No,,,No,,,No,,,No,,,Yes,immunotoxins,https://www.pharmaceutical-tech.com/suppliers/oncomatryx-biopharma-sl
neurodegenerative disease research inc,No timestamp found,Yes,ANX005; ASHA-624; NX210c; CTx2000; PrimeC; NUZ-001; PLL001; pridopidine; VTx-002; VRG50635,"C1q, Complement Component 1q; SARM1, Sterile Alpha and TIR Motif Containing 1; TDP-43, TAR DNA Binding Protein 43; SOD1, Superoxide Dismutase 1; Sigma-1 receptor; UNC13A, Unc-13 Homolog A",CNS; neurodegenerative diseases,enzyme; other; other; enzyme; other; other,Phase 2b/3; Preclinical; Phase 2; Preclinical; Phase 3; Phase 2/3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
molecure sa,2025-10-02 06:58:00,Yes,OATD-01; OATD-02,"CHIT1, Chitinase 1; ARG1 and ARG2, Arginase 1 and Arginase 2",pulmonary diseases; oncology; metabolic diseases,enzyme; enzyme,Phase 2; Phase 1,Yes,Small Molecule Drug Discovery,https://pl.linkedin.com/company/molecure-sa,No,,,No,,,No,,,No,,,No,,,Yes,modulate underexplored protein targets and the function of RNA,https://pl.linkedin.com/company/molecure-sa,No,,,No,,,Yes,"Discovery, optimization and in vivo efficacy of novel pyrrolotriazine-based ubiquitin-specific protease 7 (USP7) inhibitors",https://pl.linkedin.com/company/molecure-sa,No,,
tolerogenixx gmbh,2023-07-07 15:18:39,Yes,MIC-Lx,Not specified,transplantation; autoimmune diseases,Not specified,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,MIC Cell Treatment is a curative ATMP approach to achieve a sustained regulation of the immune system in Transplant - and Autoimmune Disease Patients.,https://de.linkedin.com/company/tolerogenixx-gmbh,No,,,No,,,Yes,"Through the newly developed MIC technology, donor PBMCs are modified to create a cell therapy product administered to transplant recipients.",https://www.labiotech.eu/trends-news/tolerogenixx-expands-trial-closes-financing/
geovax labs inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,GEO-CM04S1; Gedeptin; GEO-MVA,"Disease Name, COVID-19; Disease Name, Head and Neck Squamous Cell Carcinoma; Disease Name, Mpox/Smallpox",infectious diseases; oncology,Not specified,Phase 2; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAR-T cell therapy,https://www.linkedin.com/company/geovax-inc-,Yes,developing human vaccines against infectious diseases using our Modified Vaccinia Ankara - Virus-Like Particle (MVA-VLP) vaccine platform,https://www.linkedin.com/company/geovax-inc-,No,,,No,,
oncoinvent as,2025-06-18 05:27:32,Yes,Radspherin,Not specified,oncology,other,Phase 2,No,,,No,,,No,,,No,,,Yes,radioimmunotherapeutic products,https://www.linkedin.com/company/oncoinvent-as/,No,,,No,,,No,,,No,,,No,,,Yes,radiopharmaceutical products,https://www.linkedin.com/company/oncoinvent-as/
applied molecular transport inc,2021-05-01 00:00:00,No,AMT-101; AMT-126,"IL-10, Interleukin 10; IL-22, Interleukin 22",autoimmune; inflammatory; metabolic diseases,cytokine,Preclinical,No,,,No,,,Yes,transformational biologic medicines,https://www.linkedin.com/company/applied-molecular-transport,No,,,No,,,Yes,investigational oral biologic fusion protein of interleukin 10 (IL-10),https://www.linkedin.com/company/applied-molecular-transport,No,,,No,,,No,,,No,,,No,,
belief biomed inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,BBM-H901; BBM-P002,"FIX, Coagulation Factor IX; Dopamine Synthesis Genes",rare diseases; neurodegenerative diseases,enzyme; other,Approved; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"gene therapy, AAV vector technology, adeno-associated virus (AAV) vectors",https://www.bayer.com/media/en-us/askbio-to-collaborate-with-belief-biomed-to-explore-the-potential-of-new-gene-therapies/,No,,,No,,,No,,
compass therapeutics inc,2025-08-11 11:00:00,Yes,CTX-009; CTX-471; CTX-8371; CTX-10726,"DLL4, Delta-like ligand 4; VEGF-A, Vascular Endothelial Growth Factor A; CD137, Tumor Necrosis Factor Receptor Superfamily Member 9; PD-1, Programmed Death-1; PD-L1, Programmed Death-Ligand 1",oncology,immune checkpoint; cytokine,Phase 2,No,,,No,,,No,,,Yes,developing proprietary antibody-based therapeutics,https://www.globenewswire.com/news-release/2025/08/11/3130767/0/en/Compass-Therapeutics-Reports-2025-Second-Quarter-Financial-Results-and-Provides-Corporate-Update.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zenas biopharma inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Orelabrutinib; Obexelimab; IL-17AA/AF inhibitor; TYK2 inhibitor,"BTK, Bruton’s Tyrosine Kinase; CD19 and FcγRIIb; IL-17AA/AF; TYK2",neurology; immunology; autoimmune diseases,kinases; other; cytokine; other,Phase 3; Phase 3; Preclinical; Preclinical,No,,,No,,,No,,,Yes,monoclonal antibody candidates,https://www.nasdaq.com/articles/chairman-and-ceo-zenas-biopharma-zbio-buys-36928-shares-769948,No,,,No,,,No,,,No,,,No,,,No,,,No,,
iteos therapeutics inc,2025-05-12 14:09:24,Yes,Lung-201; EOS-215; A2A-005; Lung-301,"PD-L1, Programmed Death-Ligand 1; TREM2, Triggering Receptor Expressed on Myeloid Cells 2; A2AR, Adenosine A2A Receptor",oncology,immune checkpoint; other; gpcr,Phase 3; Phase 2; Phase 1,Yes,Small molecule immunomodulators,"https://www.linkedin.com/company/iteos-therapeutics-sa#:~:text=iTeos%20Therapeutics%20is%20a%20clinical,immuno%2Doncology%20therapeutics%20for%20patients.",No,,,No,,,Yes,anti-TREM2 antibody,"https://www.linkedin.com/company/iteos-therapeutics-sa#:~:text=iTeos%20Therapeutics%20is%20a%20clinical,immuno%2Doncology%20therapeutics%20for%20patients.",No,,,No,,,No,,,No,,,No,,,No,,,Yes,"T Cell Engagers, BiTEs","https://www.linkedin.com/company/iteos-therapeutics-sa#:~:text=iTeos%20Therapeutics%20is%20a%20clinical,immuno%2Doncology%20therapeutics%20for%20patients."
pheon therapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,Not specified,oncology,Not specified,Preclinical,No,,,No,,,No,,,Yes,novel and clinically validated monoclonal antibodies (mAbs),https://uk.linkedin.com/company/pheon-therapeutics,Yes,Antibody-Drug Conjugate specialist developing next generation ADCs,https://uk.linkedin.com/company/pheon-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,
nohla therapeutics inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,ProTmune; KB103; BPX-501; A002; SIG-003; SGT-001; AVXS-101; ABO-202; DTX301; FCX-013; NSR-REP1,"Disease Name; COL7A1, Collagen Type VII Alpha 1 Chain; Disease Name; CNGB3, Cyclic Nucleotide-Gated Channel Beta 3; Factor IX; Dystrophin; SMN1, Survival Motor Neuron 1; Disease Name; OTC, Ornithine Transcarbamylase; MMP-1, Matrix Metalloproteinase-1; CHM, Choroideremia",oncology; rare diseases; dermatology; genetic disorders; ophthalmology; hematology; muscular dystrophy; metabolic diseases,Not specified; enzyme; Not specified; other; enzyme; other; other; Not specified; enzyme; enzyme; other,Phase 1; Preclinical; Phase 1; Phase 1/2; Preclinical; Phase 1/2; Phase 1; Preclinical; Phase 1/2; Preclinical; Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAR progenitor and NK cell therapies,https://www.globenewswire.com/news-release/2018/07/11/1536174/0/en/Nohla-Therapeutics-Announces-Second-Closing-of-56-Million-Series-B-Financing.html,No,,,No,,,Yes,genetically-modified stem cells for gene therapy and editing,https://www.globenewswire.com/news-release/2018/07/11/1536174/0/en/Nohla-Therapeutics-Announces-Second-Closing-of-56-Million-Series-B-Financing.html
angitia biopharmaceuticals,2024-12-11 13:00:20,No,AGA111; CELZ-201-DDT; TG-C,Not specified,degenerative disc disease,Not specified,Phase 3; Phase 2; Phase 1,No,,,No,,,Yes,"AGA111, a biologic to promote spinal fusion in patients with degenerative disc disease",https://www.globenewswire.com/news-release/2024/12/11/2995375/0/en/Angitia-Biopharmaceuticals-Announces-120-Million-Series-C-Financing.html,Yes,bispecific antibodies targeting sclerostin and DKK1,https://www.globenewswire.com/news-release/2024/12/11/2995375/0/en/Angitia-Biopharmaceuticals-Announces-120-Million-Series-C-Financing.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
angitia biopharmaceuticals ltd,2024-12-11 13:00:20,No,AGA111,Not specified,degenerative disc disease,Not specified,Phase 3,No,,,No,,,Yes,"AGA111, a biologic to promote spinal fusion",https://www.globenewswire.com/news-release/2024/12/11/2995375/0/en/Angitia-Biopharmaceuticals-Announces-120-Million-Series-C-Financing.html,Yes,bispecific antibodies targeting sclerostin and DKK1,https://www.globenewswire.com/news-release/2024/12/11/2995375/0/en/Angitia-Biopharmaceuticals-Announces-120-Million-Series-C-Financing.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cellcentric ltd,2025-10-16 12:31:38,No,Inobrodib; CCS1477,"p300/CBP, CREB-binding protein/E1A-associated protein p300",oncology; hematological malignancies; multiple myeloma,enzyme,Phase 2,Yes,Inobrodib; oral first-in-class p300/CBP small molecule inhibitor drug to treat cancer,https://www.cellcentric.com/,No,,,No,,,Yes,new combination of inobrodib with bi-specific antibodies,https://uk.linkedin.com/company/cellcentric,No,,,No,,,No,,,No,,,No,,,No,,,No,,
epimab biotherapeutics inc,2021-04-22 00:00:00,Yes,EMB-01,"EGFR, Epidermal Growth Factor Receptor; Met, Mesenchymal Epithelial Transition Factor",oncology,kinases,Not specified,No,,,No,,,No,,,Yes,developing a portfolio of novel bi-specific antibodies in oncology and immune-oncology,https://www.linkedin.com/company/epimab-biotherapeutics/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,T-cell engager platform,https://www.globenewswire.com/news-release/2024/09/04/2940171/0/en/EpimAb-Biotherapeutics-and-Vignette-Bio-Announce-Strategic-Collaboration-to-Develop-EMB-06-a-BCMA-CD3-Bispecific-Antibody.html
virogin biotech ltd,2021-10-24 00:00:00,No,OH2 injection,Not specified,oncology,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,oncolytic virus,https://ca.linkedin.com/company/viroginbiotech
phasebio pharmaceuticals inc,2023-04-18 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
st george street capital ltd,2019-09-24 00:00:00,No,GTB-3650; GTB-5550,"CD33, Cluster of Differentiation 33; B7H3, B7 Homolog 3",oncology; autoimmune diseases,immune checkpoint; other,Phase 1; Preclinical,Yes,to develop two compounds in the clinic,https://onenucleus.com/st-george-street-capital-agrees-deal-astrazeneca-drive-science-patients-need,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ngm biopharmaceuticals inc,2025-08-01 17:14:03,No,NGM120; Aldafermin,"GDF15, Growth Differentiation Factor 15; GFRAL, Glial Cell-Derived Neurotrophic Factor Family Receptor Alpha-Like",pregnancy-related disorders; oncology; gastrointestinal diseases,cytokine; other,Phase 2,No,,,No,,,No,,,Yes,GDF15/GFRAL antagonist antibody,https://www.ngmbio.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
flare therapeutics inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,FX-909; FX-111,"PPARG, Peroxisome Proliferator-Activated Receptor Gamma",oncology,nuclear receptors,Phase 1,Yes,small molecule inhibitor of PPARG,https://www.linkedin.com/company/flare-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,potent and selective degrader for ARON,https://www.linkedin.com/company/flare-therapeutics,No,,
precigen inc,2025-09-03 07:00:00,No,PAPZIMEOS; PRGN-2009; PRGN-3006; PRGN-3005; PRGN-3007,"HPV 6 and HPV 11 proteins, Human Papillomavirus types 6 and 11 proteins",infectious diseases; oncology,other,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,advancing the next generation of gene and cell therapies,https://www.linkedin.com/company/precigen,No,,,No,,,No,,
maverick therapeutics inc,2025-06-04 10:46:35,Yes,TAK-186; TAK-280,"EGFR, Epidermal Growth Factor Receptor; B7-H3, B7 Homolog 3",oncology,immune checkpoint,Phase 1,No,,,No,,,Yes,"COBRA-engineered, protein-based therapies",https://www.takeda.com/newsroom/newsreleases/2021/takeda-to-acquire-maverick-therapeutics-to-advance-t-cell-engager-therapies-for-solid-tumors-and-expand-novel-immuno-oncology-portfolio/,Yes,bispecific T-cell engaging platform,https://www.takeda.com/newsroom/newsreleases/2021/takeda-to-acquire-maverick-therapeutics-to-advance-t-cell-engager-therapies-for-solid-tumors-and-expand-novel-immuno-oncology-portfolio/,No,,,No,,,No,,,Yes,T-cell therapy to solid tumor cancers,https://www.takeda.com/newsroom/newsreleases/2021/takeda-to-acquire-maverick-therapeutics-to-advance-t-cell-engager-therapies-for-solid-tumors-and-expand-novel-immuno-oncology-portfolio/,No,,,No,,,Yes,redirected T-cell targeted immunotherapies,https://www.linkedin.com/company/maverick-therapeutics
vectivbio holding ag,2023-06-26 16:01:00,No,apraglutide,"GLP-2, Glucagon-like Peptide-2",gastrointestinal diseases; rare diseases,other,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
surmodics inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Triamcinolone Acetonide,Diabetic Macular Edema,ophthalmology,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
astria therapeutics inc,2025-10-16 18:42:36,No,navenibart,"Disease Name, Hereditary Angioedema",rare diseases,other,Phase 3,No,,,No,,,No,,,Yes,monoclonal antibody inhibitor of plasma kallikrein,https://www.globenewswire.com/news-release/2025/10/14/3166038/29446/en/BioCryst-to-Acquire-Astria-Therapeutics-Strengthening-Presence-in-HAE-Transforming-Growth-Profile.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
atreca inc,2020-08-15 00:00:00,Yes,ATRC-101; ATRC-301,"Ribonucleoprotein Complex; EphA2, Erythropoietin-Producing Hepatocellular Receptor A2",oncology,other; kinases,Phase 1; Preclinical,No,,,No,,,No,,,Yes,novel cancer immunotherapeutics,https://www.linkedin.com/company/atreca-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,
deciphera pharmaceuticals inc,2025-10-16 14:00:26,Yes,vimseltinib; ripretinib,"CSF1R, Colony-Stimulating Factor 1 Receptor",oncology,kinases,Approved,Yes,proprietary switch-control kinase inhibitor platform,https://www.linkedin.com/company/deciphera-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
stoke therapeutics inc,2025-10-15 16:55:57,Yes,zorevunersen; STK-001,"Disease Name, Dravet Syndrome; Disease Name, Autosomal Dominant Optic Atrophy",CNS; rare diseases,other,Phase 3,No,,,No,,,Yes,restoring protein expression,https://www.stoketherapeutics.com/,No,,,No,,,No,,,Yes,antisense oligonucleotides (ASOs),https://www.stoketherapeutics.com/,No,,,No,,,No,,,No,,
