company_name,funding_citations
achilles therapeutics plc,https://uk.linkedin.com/company/achillestx.com
cefo co ltd,https://www.investkorea.org/ik-en/pgm/i-2804/mtchg/hope/front/detail.do?entp_sn=113
oricell therapeutics (shanghai) co ltd,https://www.prnewswire.com/news-releases/oricell-closes-45m-series-b1-financing-to-expand-development-of-key-products-301758123.html
hasumi international research foundation,https://www.instrumentl.com/990-report/hasumi-international-research-foundation
qilu cell therapy technology co ltd,http://yfswjt.com/en/m/show.php?id=49
erciyes university,https://en.wikipedia.org/wiki/Erciyes_University
university of california irvine,https://www.latimes.com/socal/daily-pilot/news/story/2025-10-05/uc-irvines-brilliant-futures-campaign-nets-record-2-4b
university of minnesota,https://hoodline.com/2025/10/university-of-minnesota-seeks-284-million-for-campus-revitalization-st-paul-student-center-and-moos-tower-upgrades-highlight-capital-request/
istanbul university,https://en.wikipedia.org/wiki/Istanbul_University
mahidol university,https://en.wikipedia.org/wiki/Mahidol_University
university of illinois at chicago,https://www.uillinois.edu/about/Chicago
university of calgary,https://www.topuniversities.com/universities/university-calgary
huazhong university of science & technology,https://hust.cucas.cn/
university of alabama at birmingham,https://www.uab.edu/home/
university of southern california,https://www.foxla.com/news/usc-sold-cadavers-military-idf-training-report
hubei science and technology department,https://www.digiedupro.com/hubei-university-of-science-technology/
osaka university,https://en.wikipedia.org/wiki/University_of_Osaka
sun yat-sen university,https://www.sysu.edu.cn/sysuen/
university of montpellier,https://www.umontpellier.fr/en/
ludwig-maximilians-university munich,https://en.wikipedia.org/wiki/Ludwig_Maximilian_University_of_Munich
university of edinburgh ,https://en.wikipedia.org/wiki/University_of_Edinburgh
hokkaido university,https://en.wikipedia.org/wiki/Hokkaido_University
base therapeutics,https://www.biospace.com/press-releases/the-worlds-first-base-edited-nk-cell-therapy-receives-ind-approval-in-both-china-and-the-u-s
shenzhen hemogen gene biotechnology co ltd,https://www.globaldata.com/company-profile/bgi-genomics-co-ltd/deals/
shanghai bendao gene technology co ltd,http://www.ennovationvc.com/en/index.php?m=content&c=index&a=show&catid=56&id=84
axovia therapeutics ltd,https://tracxn.com/d/companies/axovia-therapeutics/__7zgfbsW75qUxuevSNU72MbciV0tu2Wf0ZEQq9mxru-c
"wake forest university;national autonomous university of nicaragua;ministry of health, nicaragua",https://fundraise.globalbrigades.org/chapters/university/wake-forest-university
rush university medical center,https://en.wikipedia.org/wiki/Rush_University_Medical_Center
netherlands organisation for health research and development,https://www.glopid-r.org/members/netherlands-organisation-for-health-research-and-development-zonmw/
oregon health & science university,https://www.oregonlive.com/health/2025/10/ohsu-researchers-create-human-eggs-from-skin-cells-pointing-to-new-frontier-in-fertility-treatment.html
university hospitals cleveland medical center,https://en.wikipedia.org/wiki/University_Hospitals_Cleveland_Medical_Center
children''s hospital of philadelphia,https://www.linkedin.com/company/the-childrens-hospital-of-philadelphia
children's hospital of philadelphia,https://www.linkedin.com/company/the-childrens-hospital-of-philadelphia
novartis ag,https://seekingalpha.com/article/4827673-novartis-superstars-entresto-and-kisqali-fuel-market-outperformance
st. jude children’s research hospital inc,https://www.linkedin.com/company/st-jude-childrens-research-hospital
medical college of wisconsin,https://en.wikipedia.org/wiki/Medical_College_of_Wisconsin
allovir inc,https://www.globenewswire.com/news-release/2025/03/18/3044996/0/en/Kalaris-Announces-Closing-of-Merger-with-AlloVir.html
kalaris therapeutics inc,https://www.ophthalmologytimes.com/view/kalaris-and-allovir-inc-complete-merger
massachusetts general hospital,https://www.bostonglobe.com/2025/10/01/business/mass-general-new-balance-foundation/
beijing you''an hospital,https://www.fordfoundation.org/work/our-grants/awarded-grants/grants-database/beijing-youan-hospital-106162/
sidney kimmel comprehensive cancer center,https://en.wikipedia.org/wiki/Sidney_Kimmel_Comprehensive_Cancer_Center
bristol-myers squibb co,https://www.linkedin.com/company/bristol-myers-squibb
huaian first people''s hospital,https://www.sinophi.com/about-us/our-hospitals/
organogenesis holdings inc,https://www.linkedin.com/company/organogenesis
hong kong children''s hospital,https://en.wikipedia.org/wiki/Hong_Kong_Children%27s_Hospital
university of michigan comprehensive cancer center,https://en.wikipedia.org/wiki/University_of_Michigan_Rogel_Cancer_Center
roger williams medical center,https://www.wpri.com/news/local-news/globe-ri-12-news/sale-of-fatima-roger-williams-hospitals-at-risk-of-falling-through/
shenzhen second people''s hospital,https://med.szu.edu.cn/en/hospitals/content_803
uclas jonsson comprehensive cancer center,https://www.linkedin.com/company/jonsson-cancer-center
jinan central hospital,https://govt.chinadaily.com.cn/s/201906/10/WS5cfdc4dc498e079e68022739/jinan-central-hospital.html
la paz university hospital,https://www.comunidad.madrid/hospital/lapaz/
wake forest university health sciences,https://taggs.hhs.gov/Detail/RecipDetail?arg_EntityId=nFxzWNGJgR2DIWiiG6mPLw%3D%3D
nkgen biotech inc,https://www.linkedin.com/company/nkgen-biotech-inc
recibio inc,https://www.cbinsights.com/company/recibio
arcellx inc,https://www.linkedin.com/company/arcellx
san gerardo hospital,https://www.rcf.it/en/-/san-gerardo-hospital-monza-fake-/en/
beth israel deaconess medical center,https://en.wikipedia.org/wiki/Beth_Israel_Deaconess_Medical_Center
shanghai cell therapy group co,https://www.cbinsights.com/company/shanghai-cell-therapy-group
the cleveland clinic foundation,https://www.linkedin.com/company/cleveland-clinic
neximmune inc,https://stockanalysis.com/quote/otc/NEXI/
ann & robert h lurie children’s hospital of chicago,https://www.linkedin.com/company/ann-and-robert-h-lurie-children's-hospital-of-chicago
tscan therapeutics inc,https://www.linkedin.com/company/tscan-therapeutics
shanghai jiading central hospital,http://english.jiading.gov.cn/medicare.html
university of minnesota medical school,https://en.wikipedia.org/wiki/University_of_Minnesota_Medical_School
legend biotech corp,https://www.linkedin.com/company/legendbiotechco.
moorfields eye hospital nhs foundation trust,https://en.wikipedia.org/wiki/Moorfields_Eye_Hospital_NHS_Foundation_Trust
the prince charles hospital,https://en.wikipedia.org/wiki/The_Prince_Charles_Hospital
baylor college of medicine,https://www.topuniversities.com/universities/baylor-college-medicine
jewish general hospital,https://jghfoundation.org/
seattle children''s hospital,https://en.wikipedia.org/wiki/Seattle_Children%27s
seattle children's hospital,https://en.wikipedia.org/wiki/Seattle_Children%27s
new york university school of medicine,https://en.wikipedia.org/wiki/New_York_University_Grossman_School_of_Medicine
university of texas health science center at houston,https://en.wikipedia.org/wiki/University_of_Texas_Health_Science_Center_at_Houston
icahn school of medicine at mount sinai,https://en.wikipedia.org/wiki/Icahn_School_of_Medicine_at_Mount_Sinai
national cancer institute us,https://en.wikipedia.org/wiki/National_Cancer_Institute
city of hope,https://www.linkedin.com/company/city-of-hope
suzhou science and technology town hospital,http://www.snd.gov.cn/hqenglish/Industrial/202007/d9fd77ab475f45f1892c34b211f6a0f2.shtml
mesoblast ltd,https://en.wikipedia.org/wiki/Mesoblast
university of rochester medical center,https://en.wikipedia.org/wiki/University_of_Rochester_Medical_Center
alaunos therapeutics inc,https://www.linkedin.com/company/alaunos
unc lineberger comprehensive cancer center,https://en.wikipedia.org/wiki/UNC_Lineberger_Comprehensive_Cancer_Center
indiana university school of medicine,https://medicine.iu.edu/
hadassah medical organization,https://hadassahinternational.org/who-we-are/hadassah-medical-center/
ohsu knight cancer institute,https://en.wikipedia.org/wiki/Knight_Cancer_Institute
immunic inc,https://finance.yahoo.com/quote/IMUX/
the university of texas md anderson cancer center (bay area),https://en.wikipedia.org/wiki/MD_Anderson_Cancer_Center
the university of texas md anderson cancer center.,https://en.wikipedia.org/wiki/MD_Anderson_Cancer_Center
university of texas md anderson cancer center,https://en.wikipedia.org/wiki/MD_Anderson_Cancer_Center
herbert irving comprehensive cancer center,https://en.wikipedia.org/wiki/Herbert_Irving_Comprehensive_Cancer_Center
h. lee moffitt cancer center & research institute inc,https://en.wikipedia.org/wiki/H._Lee_Moffitt_Cancer_Center_%26_Research_Institute
h. lee moffitt cancer center and research institute hospital inc,https://en.wikipedia.org/wiki/H._Lee_Moffitt_Cancer_Center_%26_Research_Institute
first affiliated hospital of guangdong pharmaceutical university,https://govt.chinadaily.com.cn/s/201905/08/WS5cd299fa498e079e6801fae9/the-first-affiliated-hospital-of-guangdong-pharmaceutical-university.html
national cancer center hospital,https://nationalcancercenter.org/
amgen inc,https://finance.yahoo.com/news/amgen-amgn-announces-650m-puerto-063331605.html
metrohealth medical center,https://en.wikipedia.org/wiki/The_MetroHealth_System
wannan medical college first affiliated hospital,https://www.intimestudyadvisors.com/wannan-medical-college/
tongji university school of medicine,https://www.digiedupro.com/tongji-university-school-of-medicine/
renji hospital,https://www.shsmu.edu.cn/english/info/1085/1232.htm
zhujiang hospital of southern medical university,https://www.chinaorganharvest.org/hospitals/zhujiang-hospital-of-southern-medical-university/
peking university shenzhen hospital,https://www.eyeshenzhen.com/content/2016-08/01/content_16031760.htm
university hospital la paz,https://www.comunidad.madrid/hospital/lapaz/
university hospital of lyon,https://h2020qualitop.liris.cnrs.fr/wordpress/index.php/hospices-civils-de-lyon-hcl/
fundacio sant joan de deu,https://www.irsjd.org/ca/
nino jesus university children''s hospital,https://beamerproject.eu/b-compass-pilot-site/foundation-for-biomedical-research-of-university-pediatric-hospital-nino-jesus-of-madrid/
nino jesus university children's hospital,https://beamerproject.eu/b-compass-pilot-site/foundation-for-biomedical-research-of-university-pediatric-hospital-nino-jesus-of-madrid/
leiden university medical center,https://en.wikipedia.org/wiki/Leiden_University_Medical_Center
g. papanikolaou hospital,https://commission.europa.eu/projects/health-infrastructure-nhs-hospital-renovation-and-infrastructure-upgradethessaloniki-general_en
matilde tettamanti foundation,https://it.wikipedia.org/wiki/Fondazione_Tettamanti
tettamanti foundation m.de marchi onlus,https://it.wikipedia.org/wiki/Fondazione_Tettamanti
casa sollievo della sofferenza hospital,https://operapadrepio.it/it/
vardhman mahavir medical college & safdarjung hospital,https://en.wikipedia.org/wiki/Vardhman_Mahavir_Medical_College
azellon ltd (inactive),https://gtr.ukri.org/projects?ref=102164
hyogo prefectural kobe children''s hospital,https://www.hyogo-kodomo-hosp.com/
shanghai yuesai biotechnology co ltd,https://equalocean.com/briefing/20220314230128378
steno diabetes center copenhagen,https://steno.dk/centres/steno-diabetes-center-copenhagen/
university hospital of amiens,https://www.eib.org/en/projects/pipelines/all/20070445
rigshospitalet,https://en.wikipedia.org/wiki/Rigshospitalet
mink therapeutics inc,https://www.linkedin.com/company/minktherapeutics
"mink therapeutics, inc.",https://www.linkedin.com/company/minktherapeutics
anika therapeutics inc,https://www.linkedin.com/company/anika-therapeutics
karolinska university hospital,https://en.wikipedia.org/wiki/Karolinska_University_Hospital
gansu provincial cancer hospital,https://www.ndb.int/project/gansu-regional-medical-centre/
tata memorial hospital,https://www.devdiscourse.com/article/health/3653189-nses-landmark-csr-venture-transforming-cancer-care-at-tata-memorial
regina margherita children''s hospital,https://lionmagazine.org/articles/enhancing-care-upgrading-the-pediatric-oncology-ward-at-regina-margherita-childrens-hospital/
indiana university,https://indianaeconomicdigest.net/Content/Default/Major-Indiana-News/Article/Be-very-very-quiet-Indiana-University-s-Elmer-Fudd-approach-to-transparency/-3/5308/120074
university of oslo,https://www.uio.no/english/
life sciences institute,https://lsi.ubc.ca/
statens serum institut,https://en.wikipedia.org/wiki/Statens_Serum_Institut
innsbruck medical university,https://en.wikipedia.org/wiki/Medical_University_of_Innsbruck
institute of post graduate medical education and research,https://en.wikipedia.org/wiki/Postgraduate_Institute_of_Medical_Education_and_Research
microbot medical inc,https://www.tipranks.com/news/company-announcements/microbot-medical-announces-series-h-options-exercise
cook group inc,https://en.wikipedia.org/wiki/Cook_Group
cancer research uk,https://uk.linkedin.com/company/cancer-research-uk
the major extremity trauma research consortium,https://pubmed.ncbi.nlm.nih.gov/37671450/
children''s research institute,https://www.seattlechildrens.org/research/research-institute/
children''s national research institute,https://www.childrensnational.org/about-us/our-health-system/childrens-national-research-and-innovation-campus
servier institute of international research,https://www.linkedin.com/company/l-institut-servier/
astellas pharma inc,https://www.linkedin.com/company/astellaspharmainc
